Site,Sex,Race,Age,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
"Trachea, Mediastinum and Other Respiratory Organs",Male,Black,50-54,740813,4,5e-6,1e-6,1.4e-5,2,2.6997366406907004e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,Black,60-64,390440,1,3e-6,0,1.4e-5,1,2.561212990472288e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,Black,70-74,228946,0,0,0,1.6e-5,0,0,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,All,50-54,7743791,4,1e-6,0,1e-6,4,5.165428664074224e-7,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,All,60-64,4593481,14,3e-6,2e-6,5e-6,10,2.1769982285765414e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,All,70-74,3750637,7,2e-6,1e-6,4e-6,6,1.5997282594929874e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,Black,50-54,862821,0,0,0,4e-6,0,0,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,Black,60-64,482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,Black,70-74,332818,1,3e-6,0,1.7e-5,1,3.0046451814505223e-6,0,0
Ureter,Male,All,50-54,7410465,29,4e-6,3e-6,6e-6,10,1.3494429836724147e-6,0,0
Ureter,Male,All,60-64,4183965,65,1.6e-5,1.2e-5,2e-5,35,8.365270741987564e-6,0,0
Ureter,Male,All,70-74,2964507,122,4.0999999999999994e-5,3.4e-5,4.9000000000000005e-5,78,2.631128885848473e-5,0,0
Ureter,Male,Black,50-54,740813,2,3e-6,0,1e-5,1,1.3498683203453502e-6,0,0
Ureter,Male,Black,60-64,390440,6,1.5e-5,6e-6,3.2999999999999996e-5,3,7.683638971416863e-6,0,0
Ureter,Male,Black,70-74,228946,2,9e-6,1e-6,3.2e-5,1,4.367842198597049e-6,0,0
Ureter,Female,All,50-54,7743791,14,2e-6,1e-6,3e-6,3,3.874071498055668e-7,0,0
Ureter,Female,All,60-64,4593481,34,7e-6,5e-6,1e-5,11,2.3946980514341954e-6,0,0
Ureter,Female,All,70-74,3750637,82,2.2000000000000003e-5,1.7e-5,2.7000000000000002e-5,53,1.4130932958854723e-5,0,0
Ureter,Female,Black,50-54,862821,0,0,0,4e-6,0,0,0,0
Ureter,Female,Black,60-64,482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
Ureter,Female,Black,70-74,332818,6,1.8e-5,7e-6,3.9e-5,1,3.0046451814505223e-6,0,0
Urinary Bladder,Male,All,50-54,7410465,1806,2.44e-4,2.33e-4,2.55e-4,440,5.937549128158624e-5,6.275399667902082e-5,6.275399667902082e-5
Urinary Bladder,Male,All,60-64,4183965,3570,8.53e-4,8.25e-4,8.820000000000001e-4,1319,3.152512031051885e-4,3.334418160763773e-4,3.334418160763773e-4
Urinary Bladder,Male,All,70-74,2964507,5887,0.001986,0.001935,0.0020369999999999997,3273,0.0011040621594079554,0.0010980760281557778,0.0010980760281557778
Urinary Bladder,Male,Black,50-54,740813,122,1.65e-4,1.37e-4,1.97e-4,37,4.994512785277796e-5,6.910630078035887e-5,6.910630078035887e-5
Urinary Bladder,Male,Black,60-64,390440,177,4.5299999999999995e-4,3.8899999999999997e-4,5.25e-4,77,1.9721340026636615e-4,1.3112090462042824e-4,2.622418092408565e-4
Urinary Bladder,Male,Black,70-74,228946,223,9.74e-4,8.5e-4,0.001111,131,5.721873280162134e-4,4.472220174189547e-4,6.708330261284321e-4
Urinary Bladder,Female,All,50-54,7743791,567,7.3e-5,6.7e-5,8e-5,120,1.5496285992222673e-5,0,0
Urinary Bladder,Female,All,60-64,4593481,1007,2.1899999999999998e-4,2.0600000000000002e-4,2.33e-4,313,6.814004455444574e-5,1.0376916699992881e-4,1.0376916699992881e-4
Urinary Bladder,Female,All,70-74,3750637,1756,4.68e-4,4.47e-4,4.91e-4,887,2.3649316102837998e-4,2.541763956362613e-4,2.541763956362613e-4
Urinary Bladder,Female,Black,50-54,862821,36,4.2000000000000004e-5,2.9e-5,5.8e-5,17,1.970281205487581e-5,0,0
Urinary Bladder,Female,Black,60-64,482882,77,1.5900000000000002e-4,1.26e-4,1.9899999999999999e-4,40,8.283597234935243e-5,1.1473710554545417e-4,1.1473710554545417e-4
Urinary Bladder,Female,Black,70-74,332818,134,4.03e-4,3.37e-4,4.7700000000000005e-4,86,2.583994856047449e-4,1.6647081287670738e-4,3.3294162575341475e-4
"Uterus, NOS",Male,All,50-54,7410465,0,0,0,0,0,0,0,0
"Uterus, NOS",Male,All,60-64,4183965,0,0,0,1e-6,0,0,0,0
"Uterus, NOS",Male,All,70-74,2964507,0,0,0,1e-6,0,0,0,0
"Uterus, NOS",Male,Black,50-54,740813,0,0,0,5e-6,0,0,0,0
"Uterus, NOS",Male,Black,60-64,390440,0,0,0,9e-6,0,0,0,0
"Uterus, NOS",Male,Black,70-74,228946,0,0,0,1.6e-5,0,0,0,0
"Uterus, NOS",Female,All,50-54,7743791,67,9e-6,7e-6,1.1000000000000001e-5,42,5.423700097277935e-6,0,0
"Uterus, NOS",Female,All,60-64,4593481,67,1.5e-5,1.1000000000000001e-5,1.8999999999999998e-5,52,1.1320390788598015e-5,0,0
"Uterus, NOS",Female,All,70-74,3750637,69,1.8e-5,1.4e-5,2.2999999999999997e-5,52,1.3864311582272558e-5,0,0
"Uterus, NOS",Female,Black,50-54,862821,15,1.7e-5,1e-5,2.9e-5,10,1.1589889444044594e-5,0,0
"Uterus, NOS",Female,Black,60-64,482882,14,2.9e-5,1.6e-5,4.9000000000000005e-5,13,2.692169101353954e-5,0,0
"Uterus, NOS",Female,Black,70-74,332818,14,4.2000000000000004e-5,2.2999999999999997e-5,7.099999999999999e-5,11,3.305109699595575e-5,0,0
Vagina,Male,All,50-54,7410465,0,0,0,0,0,0,0,0
Vagina,Male,All,60-64,4183965,0,0,0,1e-6,0,0,0,0
Vagina,Male,All,70-74,2964507,0,0,0,1e-6,0,0,0,0
Vagina,Male,Black,50-54,740813,0,0,0,5e-6,0,0,0,0
Vagina,Male,Black,60-64,390440,0,0,0,9e-6,0,0,0,0
Vagina,Male,Black,70-74,228946,0,0,0,1.6e-5,0,0,0,0
Vagina,Female,All,50-54,7743791,88,1.1000000000000001e-5,9e-6,1.4e-5,43,5.552835813879791e-6,0,0
Vagina,Female,All,60-64,4593481,95,2.1000000000000002e-5,1.7e-5,2.5e-5,62,1.3497389017174557e-5,0,0
Vagina,Female,All,70-74,3750637,94,2.5e-5,2e-5,3.1e-5,65,1.7330389477840697e-5,0,0
Vagina,Female,Black,50-54,862821,14,1.6e-5,9e-6,2.7000000000000002e-5,4,4.635955777617837e-6,0,0
Vagina,Female,Black,60-64,482882,16,3.2999999999999996e-5,1.8999999999999998e-5,5.4000000000000005e-5,11,2.277989239607192e-5,0,0
Vagina,Female,Black,70-74,332818,15,4.5e-5,2.5e-5,7.400000000000001e-5,11,3.305109699595575e-5,0,0
Vulva,Male,All,50-54,7410465,0,0,0,0,0,0,0,0
Vulva,Male,All,60-64,4183965,0,0,0,1e-6,0,0,0,0
Vulva,Male,All,70-74,2964507,0,0,0,1e-6,0,0,0,0
Vulva,Male,Black,50-54,740813,0,0,0,5e-6,0,0,0,0
Vulva,Male,Black,60-64,390440,0,0,0,9e-6,0,0,0,0
Vulva,Male,Black,70-74,228946,0,0,0,1.6e-5,0,0,0,0
Vulva,Female,All,50-54,7743791,220,2.8e-5,2.5e-5,3.2e-5,56,7.2316001297039135e-6,0,0
Vulva,Female,All,60-64,4593481,216,4.7000000000000004e-5,4.0999999999999994e-5,5.4000000000000005e-5,72,1.5674387245751097e-5,0,0
Vulva,Female,All,70-74,3750637,285,7.599999999999999e-5,6.7e-5,8.5e-5,160,4.2659420253146335e-5,0,0
Vulva,Female,Black,50-54,862821,33,3.7999999999999995e-5,2.6000000000000002e-5,5.4000000000000005e-5,12,1.3907867332853512e-5,0,0
Vulva,Female,Black,60-64,482882,18,3.7000000000000005e-5,2.2000000000000003e-5,5.9000000000000004e-5,4,8.283597234935243e-6,0,0
Vulva,Female,Black,70-74,332818,17,5.1e-5,3e-5,8.199999999999999e-5,11,3.305109699595575e-5,0,0
