Age,Site,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
60-64,C08.8-Overlapping lesion of major salivary glands,482882,0,0,0,8e-6,0,0,0,0
60-64,"C08.9-Major salivary gland, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C09.0-Tonsillar fossa,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,C09.1-Tonsillar pillar,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,C09.8-Overlapping lesion of tonsil,482882,0,0,0,8e-6,0,0,0,0
60-64,"C09.9-Tonsil, NOS",482882,6,1.2e-5,5e-6,2.7000000000000002e-5,3,6.212697926201432e-6,0,0
60-64,C10.0-Vallecula,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,C10.1-Anterior surface of epiglottis,482882,2,4e-6,1e-6,1.5e-5,2,4.141798617467622e-6,0,0
60-64,C10.2-Lateral wall of oropharynx,482882,0,0,0,8e-6,0,0,0,0
60-64,C10.3-Posterior wall of oropharynx,482882,0,0,0,8e-6,0,0,0,0
60-64,C10.4-Branchial cleft,482882,0,0,0,8e-6,0,0,0,0
60-64,C10.8-Overlapping lesion of oropharynx,482882,0,0,0,8e-6,0,0,0,0
60-64,"C10.9-Oropharynx, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C11.0-Superior wall of nasopharynx,482882,0,0,0,8e-6,0,0,0,0
60-64,C11.1-Posterior wall of nasopharynx,482882,0,0,0,8e-6,0,0,0,0
60-64,C11.2-Lateral wall of nasopharynx,482882,0,0,0,8e-6,0,0,0,0
60-64,C11.3-Anterior wall of nasopharynx,482882,0,0,0,8e-6,0,0,0,0
60-64,C11.8-Overlapping lesion of nasopharynx,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,"C11.9-Nasopharynx, NOS",482882,3,6e-6,1e-6,1.8e-5,2,4.141798617467622e-6,0,0
60-64,C12.9-Pyriform sinus,482882,3,6e-6,1e-6,1.8e-5,2,4.141798617467622e-6,0,0
60-64,C13.0-Postcricoid region,482882,0,0,0,8e-6,0,0,0,0
60-64,"C13.1-Aryepiglottic fold, hypopharyngeal",482882,0,0,0,8e-6,0,0,0,0
60-64,C13.2-Posterior wall of hypopharynx,482882,0,0,0,8e-6,0,0,0,0
60-64,C13.8-Overlapping lesion of hypopharynx,482882,0,0,0,8e-6,0,0,0,0
60-64,"C13.9-Hypopharynx, NOS",482882,2,4e-6,1e-6,1.5e-5,2,4.141798617467622e-6,0,0
60-64,"C14.0-Pharynx, NOS",482882,4,8e-6,2e-6,2.1000000000000002e-5,3,6.212697926201432e-6,0,0
60-64,C14.2-Waldeyers ring,482882,0,0,0,8e-6,0,0,0,0
60-64,"C14.8-Overlapping lesion of lip, oral cavity & pharynx",482882,0,0,0,8e-6,0,0,0,0
60-64,C15.0-Cervical esophagus,482882,2,4e-6,1e-6,1.5e-5,0,0,0,0
60-64,C15.1-Thoracic esophagus,482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,C15.2-Abdominal esophagus,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,C15.3-Upper third of esophagus,482882,9,1.8999999999999998e-5,9e-6,3.5e-5,9,1.8638093778604297e-5,0,0
60-64,C15.4-Middle third of esophagus,482882,15,3.1e-5,1.7e-5,5.1e-5,13,2.692169101353954e-5,0,0
60-64,C15.5-Lower third of esophagus,482882,15,3.1e-5,1.7e-5,5.1e-5,15,3.1063489631007164e-5,0,0
60-64,C15.8-Overlapping lesion of esophagus,482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
60-64,"C15.9-Esophagus, NOS",482882,11,2.2999999999999997e-5,1.1000000000000001e-5,4.0999999999999994e-5,6,1.2425395852402864e-5,0,0
60-64,"C16.0-Cardia, NOS",482882,12,2.5e-5,1.3000000000000001e-5,4.2999999999999995e-5,9,1.8638093778604297e-5,0,0
60-64,C16.1-Fundus of stomach,482882,5,1e-5,3e-6,2.4e-5,3,6.212697926201432e-6,0,0
60-64,C16.2-Body of stomach,482882,10,2.1000000000000002e-5,1e-5,3.7999999999999995e-5,6,1.2425395852402864e-5,0,0
60-64,C16.3-Gastric antrum,482882,27,5.6e-5,3.7000000000000005e-5,8.099999999999999e-5,18,3.7276187557208595e-5,0,1.1473710554545417e-4
60-64,C16.4-Pylorus,482882,4,8e-6,2e-6,2.1000000000000002e-5,3,6.212697926201432e-6,0,0
60-64,C16.5-Lesser curvature of stomach NOS,482882,10,2.1000000000000002e-5,1e-5,3.7999999999999995e-5,9,1.8638093778604297e-5,0,0
60-64,C16.6-Greater curvature of stomach NOS,482882,3,6e-6,1e-6,1.8e-5,1,2.070899308733811e-6,0,0
60-64,C16.8-Overlapping lesion of stomach,482882,5,1e-5,3e-6,2.4e-5,4,8.283597234935243e-6,0,0
60-64,"C16.9-Stomach, NOS",482882,32,6.599999999999999e-5,4.5e-5,9.400000000000001e-5,16,3.3134388939740974e-5,0,0
60-64,C17.0-Duodenum,482882,15,3.1e-5,1.7e-5,5.1e-5,10,2.0708993087338108e-5,0,0
60-64,C17.1-Jejunum,482882,5,1e-5,3e-6,2.4e-5,4,8.283597234935243e-6,0,0
60-64,C17.2-Ileum,482882,6,1.2e-5,5e-6,2.7000000000000002e-5,1,2.070899308733811e-6,0,0
60-64,C17.3-Meckels diverticulum,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,C17.8-Overlapping lesion of small intestine,482882,3,6e-6,1e-6,1.8e-5,2,4.141798617467622e-6,0,0
60-64,"C17.9-Small intestine, NOS",482882,11,2.2999999999999997e-5,1.1000000000000001e-5,4.0999999999999994e-5,5,1.0354496543669054e-5,0,0
60-64,C18.0-Cecum,482882,135,2.8e-4,2.34e-4,3.31e-4,60,1.2425395852402865e-4,1.1473710554545417e-4,1.1473710554545417e-4
60-64,C18.1-Appendix,482882,8,1.7e-5,7e-6,3.2999999999999996e-5,3,6.212697926201432e-6,0,0
60-64,C18.2-Ascending colon,482882,94,1.95e-4,1.57e-4,2.38e-4,42,8.697777096682005e-5,1.1473710554545417e-4,1.1473710554545417e-4
60-64,C18.3-Hepatic flexure of colon,482882,27,5.6e-5,3.7000000000000005e-5,8.099999999999999e-5,17,3.5205288248474784e-5,0,0
60-64,C18.4-Transverse colon,482882,43,8.900000000000001e-5,6.4e-5,1.2e-4,14,2.899259032227335e-5,0,0
60-64,C18.5-Splenic flexure of colon,482882,23,4.8e-5,3e-5,7.099999999999999e-5,16,3.3134388939740974e-5,0,0
60-64,C18.6-Descending colon,482882,36,7.5e-5,5.2000000000000004e-5,1.0300000000000001e-4,11,2.277989239607192e-5,0,0
60-64,C18.7-Sigmoid colon,482882,127,2.63e-4,2.1899999999999998e-4,3.13e-4,46,9.52613682017553e-5,1.1473710554545417e-4,1.1473710554545417e-4
60-64,C18.8-Overlapping lesion of colon,482882,7,1.4e-5,6e-6,3e-5,5,1.0354496543669054e-5,0,0
60-64,"C18.9-Colon, NOS",482882,33,6.8e-5,4.7000000000000004e-5,9.6e-5,30,6.212697926201433e-5,0,1.1473710554545417e-4
60-64,C19.9-Rectosigmoid junction,482882,58,1.2e-4,9.1e-5,1.55e-4,34,7.041057649694957e-5,0,1.1473710554545417e-4
60-64,"C20.9-Rectum, NOS",482882,123,2.55e-4,2.12e-4,3.0399999999999996e-4,48,9.940316681922292e-5,1.1473710554545417e-4,1.1473710554545417e-4
60-64,"C21.0-Anus, NOS",482882,3,6e-6,1e-6,1.8e-5,2,4.141798617467622e-6,0,0
60-64,C21.1-Anal canal,482882,6,1.2e-5,5e-6,2.7000000000000002e-5,3,6.212697926201432e-6,0,0
60-64,C21.2-Cloacogenic zone,482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,"C21.8-Overlapping lesion of rectum, anus, and anal canal",482882,3,6e-6,1e-6,1.8e-5,1,2.070899308733811e-6,0,0
60-64,C22.0-Liver,482882,37,7.7e-5,5.4000000000000005e-5,1.06e-4,27,5.591428133581289e-5,0,1.1473710554545417e-4
60-64,C22.1-Intrahepatic bile duct,482882,4,8e-6,2e-6,2.1000000000000002e-5,3,6.212697926201432e-6,0,0
60-64,C23.9-Gallbladder,482882,20,4.0999999999999994e-5,2.5e-5,6.4e-5,15,3.1063489631007164e-5,0,0
60-64,C24.0-Extrahepatic bile duct,482882,7,1.4e-5,6e-6,3e-5,6,1.2425395852402864e-5,0,0
60-64,C24.1-Ampulla of Vater,482882,9,1.8999999999999998e-5,9e-6,3.5e-5,5,1.0354496543669054e-5,0,0
60-64,C24.8-Overlapping lesion of biliary tract,482882,0,0,0,8e-6,0,0,0,0
60-64,"C24.9-Biliary tract, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C25.0-Head of pancreas,482882,81,1.6800000000000002e-4,1.33e-4,2.0800000000000001e-4,61,1.2632485783276246e-4,1.1473710554545417e-4,1.1473710554545417e-4
60-64,C25.1-Body of pancreas,482882,16,3.2999999999999996e-5,1.8999999999999998e-5,5.4000000000000005e-5,13,2.692169101353954e-5,0,0
60-64,C25.2-Tail of pancreas,482882,14,2.9e-5,1.6e-5,4.9000000000000005e-5,10,2.0708993087338108e-5,0,0
60-64,C25.3-Pancreatic duct,482882,3,6e-6,1e-6,1.8e-5,2,4.141798617467622e-6,0,0
60-64,C25.4-Islets of Langerhans,482882,0,0,0,8e-6,0,0,0,0
60-64,C25.7-Other specified parts of pancreas,482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,C25.8-Overlapping lesion of pancreas,482882,15,3.1e-5,1.7e-5,5.1e-5,12,2.485079170480573e-5,0,0
60-64,"C25.9-Pancreas, NOS",482882,37,7.7e-5,5.4000000000000005e-5,1.06e-4,26,5.384338202707908e-5,0,1.1473710554545417e-4
60-64,"C26.0-Intestinal tract, NOS",482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,C26.8-Overlapping lesion of digestive system,482882,0,0,0,8e-6,0,0,0,0
60-64,"C26.9-Gastrointestinal tract, NOS",482882,4,8e-6,2e-6,2.1000000000000002e-5,3,6.212697926201432e-6,0,0
60-64,C30.0-Nasal cavity,482882,2,4e-6,1e-6,1.5e-5,2,4.141798617467622e-6,0,0
60-64,C30.1-Middle ear,482882,0,0,0,8e-6,0,0,0,0
60-64,C31.0-Maxillary sinus,482882,2,4e-6,1e-6,1.5e-5,2,4.141798617467622e-6,0,0
60-64,C31.1-Ethmoid sinus,482882,2,4e-6,1e-6,1.5e-5,0,0,0,0
60-64,C31.2-Frontal sinus,482882,0,0,0,8e-6,0,0,0,0
60-64,C31.3-Sphenoid sinus,482882,0,0,0,8e-6,0,0,0,0
60-64,C31.8-Overlapping lesion of accessory sinuses,482882,0,0,0,8e-6,0,0,0,0
60-64,"C31.9-Accessory sinus, NOS",482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,C32.0-Glottis,482882,9,1.8999999999999998e-5,9e-6,3.5e-5,5,1.0354496543669054e-5,0,0
60-64,C32.1-Supraglottis,482882,26,5.4000000000000005e-5,3.5e-5,7.900000000000001e-5,15,3.1063489631007164e-5,0,0
60-64,C32.2-Subglottis,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,C32.3-Laryngeal cartilage,482882,0,0,0,8e-6,0,0,0,0
60-64,C32.8-Overlapping lesion of larynx,482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,"C32.9-Larynx, NOS",482882,4,8e-6,2e-6,2.1000000000000002e-5,1,2.070899308733811e-6,0,0
60-64,C33.9-Trachea,482882,0,0,0,8e-6,0,0,0,0
60-64,C34.0-Main bronchus,482882,51,1.06e-4,7.900000000000001e-5,1.39e-4,38,7.869417373188481e-5,0,1.1473710554545417e-4
60-64,"C34.1-Upper lobe, lung",482882,384,7.95e-4,7.18e-4,8.79e-4,284,5.881354036804023e-4,5.73685527727271e-4,6.88422633272725e-4
60-64,"C34.2-Middle lobe, lung",482882,41,8.5e-5,6.1e-5,1.15e-4,32,6.626877787948195e-5,0,1.1473710554545417e-4
60-64,"C34.3-Lower lobe, lung",482882,149,3.09e-4,2.61e-4,3.62e-4,118,2.4436611843058965e-4,2.2947421109090834e-4,3.442113166363625e-4
60-64,C34.8-Overlapping lesion of lung,482882,14,2.9e-5,1.6e-5,4.9000000000000005e-5,12,2.485079170480573e-5,0,0
60-64,"C34.9-Lung, NOS",482882,134,2.78e-4,2.33e-4,3.29e-4,115,2.3815342050438824e-4,2.2947421109090834e-4,2.2947421109090834e-4
60-64,C37.9-Thymus,482882,3,6e-6,1e-6,1.8e-5,1,2.070899308733811e-6,0,0
60-64,C38.0-Heart,482882,0,0,0,8e-6,0,0,0,0
60-64,C38.1-Anterior mediastinum,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,C38.2-Posterior mediastinum,482882,0,0,0,8e-6,0,0,0,0
60-64,"C38.3-Mediastinum, NOS",482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,"C38.4-Pleura, NOS",482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
60-64,"C38.8-Overlapping lesion of heart, mediastinum and pleura",482882,0,0,0,8e-6,0,0,0,0
60-64,"C39.0-Upper respiratory tract, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C39.8-Overlapping lesion of respiratory system,482882,0,0,0,8e-6,0,0,0,0
60-64,C39.9-Ill-defined sites within respiratory system,482882,0,0,0,8e-6,0,0,0,0
60-64,"C40.0-Long bones: upper limb, scapula, and associated joints",482882,0,0,0,8e-6,0,0,0,0
60-64,C40.1-Short bones of upper limb and associated joints,482882,0,0,0,8e-6,0,0,0,0
60-64,C40.2-Long bones of lower limb and associated joints,482882,3,6e-6,1e-6,1.8e-5,2,4.141798617467622e-6,0,0
60-64,C40.3-Short bones of lower limb and associated joints,482882,0,0,0,8e-6,0,0,0,0
60-64,"C40.8-Overlap of bones, joints, and art. cartilage of limbs",482882,0,0,0,8e-6,0,0,0,0
60-64,"C40.9-Bone of limb, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C41.0-Bones of skull and face and associated joints,482882,0,0,0,8e-6,0,0,0,0
60-64,C41.1-Mandible,482882,0,0,0,8e-6,0,0,0,0
60-64,C41.2-Vertebral column,482882,4,8e-6,2e-6,2.1000000000000002e-5,2,4.141798617467622e-6,0,0
60-64,"C41.3-Rib, sternum, clavicle and associated joints",482882,0,0,0,8e-6,0,0,0,0
60-64,"C41.4-Pelvic bones, sacrum, coccyx and associated joints",482882,0,0,0,8e-6,0,0,0,0
60-64,"C41.8-Overlap bones, joints, and art. cartilage",482882,0,0,0,8e-6,0,0,0,0
60-64,"C41.9-Bone, NOS",482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,C42.0-Blood,482882,0,0,0,8e-6,0,0,0,0
60-64,C42.1-Bone marrow,482882,201,4.1600000000000003e-4,3.61e-4,4.7799999999999996e-4,130,2.692169101353954e-4,2.2947421109090834e-4,3.442113166363625e-4
60-64,C42.2-Spleen,482882,3,6e-6,1e-6,1.8e-5,1,2.070899308733811e-6,0,0
60-64,"C42.3-Reticuloendothelial system, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,"C42.4-Hematopoietic system, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,"C44.0-Skin of lip, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C44.1-Eyelid,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,C44.2-External ear,482882,0,0,0,8e-6,0,0,0,0
60-64,C44.3-Skin other/unspec parts of face,482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,C44.4-Skin of scalp and neck,482882,4,8e-6,2e-6,2.1000000000000002e-5,2,4.141798617467622e-6,0,0
60-64,C44.5-Skin of trunk,482882,5,1e-5,3e-6,2.4e-5,3,6.212697926201432e-6,0,0
60-64,C44.6-Skin of upper limb and shoulder,482882,4,8e-6,2e-6,2.1000000000000002e-5,0,0,0,0
60-64,C44.7-Skin of lower limb and hip,482882,8,1.7e-5,7e-6,3.2999999999999996e-5,5,1.0354496543669054e-5,0,0
60-64,C44.8-Overlapping lesion of skin,482882,0,0,0,8e-6,0,0,0,0
60-64,"C44.9-Skin, NOS",482882,6,1.2e-5,5e-6,2.7000000000000002e-5,1,2.070899308733811e-6,0,0
60-64,"C47.0-Periph nerves & autonomic nerv sys: head, face, neck",482882,0,0,0,8e-6,0,0,0,0
60-64,"C47.1-Periph nerves & autonomic nerv sys: upr limb, shoulder",482882,0,0,0,8e-6,0,0,0,0
60-64,"C47.2-Periph nerves & autonomic nerv sys: lower limb, hip",482882,0,0,0,8e-6,0,0,0,0
60-64,C47.3-Periph nerves & autonomic nerv sys: thorax,482882,0,0,0,8e-6,0,0,0,0
60-64,C47.4-Periph nerves & autonomic nerv sys: abdomen,482882,0,0,0,8e-6,0,0,0,0
60-64,C47.5-Periph nerves & autonomic nerv sys: pelvis,482882,0,0,0,8e-6,0,0,0,0
60-64,"C47.6-Periph nerves & autonomic nerv sys: trunk, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C47.8-Overlap of peripheral nerves and autonomic nerv sys,482882,0,0,0,8e-6,0,0,0,0
60-64,"C47.9-Autonomic nervous system, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C48.0-Retroperitoneum,482882,9,1.8999999999999998e-5,9e-6,3.5e-5,5,1.0354496543669054e-5,0,0
60-64,C48.1-Specified parts of peritoneum,482882,3,6e-6,1e-6,1.8e-5,2,4.141798617467622e-6,0,0
60-64,"C48.2-Peritoneum, NOS",482882,6,1.2e-5,5e-6,2.7000000000000002e-5,5,1.0354496543669054e-5,0,0
60-64,C48.8-Overlapping lesion of retroperitoneum & peritoneum,482882,0,0,0,8e-6,0,0,0,0
60-64,"C49.0-Conn, subcutaneous, other soft tis: head, face, neck",482882,0,0,0,8e-6,0,0,0,0
60-64,"C49.1-Conn, subcutaneous, other soft tis: upr limb, shoulder",482882,0,0,0,8e-6,0,0,0,0
60-64,"C49.2-Conn, subcutaneous, other soft tis: lower limb, hip",482882,15,3.1e-5,1.7e-5,5.1e-5,6,1.2425395852402864e-5,0,0
60-64,"C49.3-Conn, subcutaneous, other soft tis: thorax",482882,4,8e-6,2e-6,2.1000000000000002e-5,2,4.141798617467622e-6,0,0
60-64,"C49.4-Conn, subcutaneous, other soft tis: abdomen",482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
60-64,"C49.5-Conn, subcutaneous, other soft tis: pelvis",482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
60-64,"C49.6-Conn, subcutaneous, other soft tis: trunk, NOS",482882,3,6e-6,1e-6,1.8e-5,1,2.070899308733811e-6,0,0
60-64,"C49.8-Overlap conn, subcutaneous, and other soft tissues",482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,"C49.9-Conn, subcutaneous and other soft tissues, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C50.0-Nipple,482882,9,1.8999999999999998e-5,9e-6,3.5e-5,3,6.212697926201432e-6,0,0
60-64,C50.1-Central portion of breast,482882,65,1.35e-4,1.0400000000000001e-4,1.7199999999999998e-4,24,4.970158340961146e-5,0,1.1473710554545417e-4
60-64,C50.2-Upper-inner quadrant of breast,482882,139,2.88e-4,2.42e-4,3.4e-4,42,8.697777096682005e-5,1.1473710554545417e-4,1.1473710554545417e-4
60-64,C50.3-Lower-inner quadrant of breast,482882,99,2.05e-4,1.67e-4,2.5e-4,24,4.970158340961146e-5,0,1.1473710554545417e-4
60-64,C50.4-Upper-outer quadrant of breast,482882,498,0.001031,9.429999999999999e-4,0.001126,150,3.1063489631007164e-4,2.2947421109090834e-4,3.442113166363625e-4
60-64,C50.5-Lower-outer quadrant of breast,482882,107,2.22e-4,1.82e-4,2.68e-4,23,4.763068410087765e-5,0,1.1473710554545417e-4
60-64,C50.6-Axillary tail of breast,482882,18,3.7000000000000005e-5,2.2000000000000003e-5,5.9000000000000004e-5,8,1.6567194469870487e-5,0,0
60-64,C50.8-Overlapping lesion of breast,482882,265,5.49e-4,4.85e-4,6.19e-4,83,1.718846426249063e-4,1.1473710554545417e-4,2.2947421109090834e-4
60-64,"C50.9-Breast, NOS",482882,321,6.65e-4,5.94e-4,7.42e-4,143,2.9613860114893493e-4,2.2947421109090834e-4,3.442113166363625e-4
60-64,C51.0-Labium majus,482882,2,4e-6,1e-6,1.5e-5,2,4.141798617467622e-6,0,0
60-64,C51.1-Labium minus,482882,0,0,0,8e-6,0,0,0,0
60-64,C51.2-Clitoris,482882,0,0,0,8e-6,0,0,0,0
60-64,C51.8-Overlapping lesion of vulva,482882,2,4e-6,1e-6,1.5e-5,0,0,0,0
60-64,"C51.9-Vulva, NOS",482882,14,2.9e-5,1.6e-5,4.9000000000000005e-5,2,4.141798617467622e-6,0,0
60-64,"C52.9-Vagina, NOS",482882,16,3.2999999999999996e-5,1.8999999999999998e-5,5.4000000000000005e-5,11,2.277989239607192e-5,0,0
60-64,C53.0-Endocervix,482882,21,4.2999999999999995e-5,2.7000000000000002e-5,6.599999999999999e-5,7,1.4496295161136675e-5,0,0
60-64,C53.1-Exocervix,482882,2,4e-6,1e-6,1.5e-5,2,4.141798617467622e-6,0,0
60-64,C53.8-Overlapping lesion of cervix uteri,482882,4,8e-6,2e-6,2.1000000000000002e-5,3,6.212697926201432e-6,0,0
60-64,C53.9-Cervix uteri,482882,106,2.2e-4,1.8e-4,2.65e-4,43,8.904867027555386e-5,1.1473710554545417e-4,1.1473710554545417e-4
60-64,C54.0-Isthmus uteri,482882,0,0,0,8e-6,0,0,0,0
60-64,C54.1-Endometrium,482882,318,6.590000000000001e-4,5.88e-4,7.35e-4,140,2.899259032227335e-4,2.2947421109090834e-4,3.442113166363625e-4
60-64,C54.2-Myometrium,482882,6,1.2e-5,5e-6,2.7000000000000002e-5,3,6.212697926201432e-6,0,0
60-64,C54.3-Fundus uteri,482882,5,1e-5,3e-6,2.4e-5,1,2.070899308733811e-6,0,0
60-64,C54.8-Overlapping lesion of corpus uteri,482882,0,0,0,8e-6,0,0,0,0
60-64,C54.9-Corpus uteri,482882,12,2.5e-5,1.3000000000000001e-5,4.2999999999999995e-5,4,8.283597234935243e-6,0,0
60-64,"C55.9-Uterus, NOS",482882,15,3.1e-5,1.7e-5,5.1e-5,13,2.692169101353954e-5,0,0
60-64,C56.9-Ovary,482882,142,2.94e-4,2.48e-4,3.4700000000000003e-4,102,2.112317294908487e-4,2.2947421109090834e-4,2.2947421109090834e-4
60-64,C57.0-Fallopian tube,482882,6,1.2e-5,5e-6,2.7000000000000002e-5,3,6.212697926201432e-6,0,0
60-64,C57.1-Broad ligament,482882,0,0,0,8e-6,0,0,0,0
60-64,C57.2-Round ligament,482882,0,0,0,8e-6,0,0,0,0
60-64,C57.3-Parametrium,482882,0,0,0,8e-6,0,0,0,0
60-64,C57.4-Uterine adnexa,482882,0,0,0,8e-6,0,0,0,0
60-64,C57.7-Other specified parts of female genital organs,482882,0,0,0,8e-6,0,0,0,0
60-64,C57.8-Overlapping lesion of female genital organs,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,"C57.9-Female genital tract, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C58.9-Placenta,482882,0,0,0,8e-6,0,0,0,0
60-64,C60.0-Prepuce,482882,0,0,0,8e-6,0,0,0,0
60-64,C60.1-Glans penis,482882,0,0,0,8e-6,0,0,0,0
60-64,C60.2-Body of penis,482882,0,0,0,8e-6,0,0,0,0
60-64,C60.8-Overlapping lesion of penis,482882,0,0,0,8e-6,0,0,0,0
60-64,"C60.9-Penis, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C61.9-Prostate gland,482882,0,0,0,8e-6,0,0,0,0
60-64,C62.0-Undescended testis,482882,0,0,0,8e-6,0,0,0,0
60-64,C62.1-Descended testis,482882,0,0,0,8e-6,0,0,0,0
60-64,"C62.9-Testis, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C63.0-Epididymis,482882,0,0,0,8e-6,0,0,0,0
60-64,C63.1-Spermatic cord,482882,0,0,0,8e-6,0,0,0,0
60-64,"C63.2-Scrotum, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C63.7-Other specified parts of male genital organs,482882,0,0,0,8e-6,0,0,0,0
60-64,C63.8-Overlapping lesion of male genital organs,482882,0,0,0,8e-6,0,0,0,0
60-64,"C63.9-Male genital organs, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,"C64.9-Kidney, NOS",482882,121,2.5100000000000003e-4,2.0800000000000001e-4,2.99e-4,52,1.0768676405415816e-4,1.1473710554545417e-4,1.1473710554545417e-4
60-64,C65.9-Renal pelvis,482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
60-64,C66.9-Ureter,482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
60-64,C67.0-Trigone of bladder,482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
60-64,C67.1-Dome of bladder,482882,6,1.2e-5,5e-6,2.7000000000000002e-5,4,8.283597234935243e-6,0,0
60-64,C67.2-Lateral wall of bladder,482882,17,3.5e-5,2.1000000000000002e-5,5.6e-5,8,1.6567194469870487e-5,0,0
60-64,C67.3-Anterior wall of bladder,482882,3,6e-6,1e-6,1.8e-5,0,0,0,0
60-64,C67.4-Posterior wall of bladder,482882,9,1.8999999999999998e-5,9e-6,3.5e-5,3,6.212697926201432e-6,0,0
60-64,C67.5-Bladder neck,482882,1,2e-6,0,1.2e-5,0,0,0,0
60-64,C67.6-Ureteric orifice,482882,3,6e-6,1e-6,1.8e-5,2,4.141798617467622e-6,0,0
60-64,C67.7-Urachus,482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,C67.8-Overlapping lesion of bladder,482882,10,2.1000000000000002e-5,1e-5,3.7999999999999995e-5,6,1.2425395852402864e-5,0,0
60-64,"C67.9-Bladder, NOS",482882,25,5.2000000000000004e-5,3.4e-5,7.599999999999999e-5,15,3.1063489631007164e-5,0,0
60-64,C68.0-Urethra,482882,9,1.8999999999999998e-5,9e-6,3.5e-5,7,1.4496295161136675e-5,0,0
60-64,C68.1-Paraurethral gland,482882,0,0,0,8e-6,0,0,0,0
60-64,C68.8-Overlapping lesion of urinary organs,482882,0,0,0,8e-6,0,0,0,0
60-64,"C68.9-Urinary system, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C69.0-Conjunctiva,482882,0,0,0,8e-6,0,0,0,0
60-64,"C69.1-Cornea, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C69.2-Retina,482882,0,0,0,8e-6,0,0,0,0
60-64,C69.3-Choroid,482882,0,0,0,8e-6,0,0,0,0
60-64,C69.4-Ciliary body,482882,0,0,0,8e-6,0,0,0,0
60-64,C69.5-Lacrimal gland,482882,2,4e-6,1e-6,1.5e-5,0,0,0,0
60-64,"C69.6-Orbit, NOS",482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
60-64,C69.8-Overlapping lesion of eye and adnexa,482882,0,0,0,8e-6,0,0,0,0
60-64,"C69.9-Eye, NOS",482882,0,0,0,8e-6,0,0,0,0
60-64,C70.0-Cerebral meninges,482882,4,8e-6,2e-6,2.1000000000000002e-5,2,4.141798617467622e-6,0,0
60-64,C70.1-Spinal meninges,482882,0,0,0,8e-6,0,0,0,0
60-64,"C70.9-Meninges, NOS",482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
60-64,C71.0-Cerebrum,482882,1,2e-6,0,1.2e-5,1,2.070899308733811e-6,0,0
