Site,Sex,Race,Age,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
Tongue,Female,Black,70-74,66563.6,10,1.5e-4,7e-5,2.7499999999999996e-4,8,1.2018580725802089e-4,0,0
Tonsil,Male,All,50-54,1482093,497,3.35e-4,3.05e-4,3.65e-4,241,1.6260787953252596e-4,0,0
Tonsil,Male,All,60-64,836793,334,3.9999999999999996e-4,3.55e-4,4.45e-4,220,2.629085090338949e-4,0,0
Tonsil,Male,All,70-74,592901.4,176,2.9499999999999996e-4,2.5499999999999996e-4,3.45e-4,145,2.4456005669745424e-4,0,0
Tonsil,Male,Black,50-54,148162.6,60,4.049999999999999e-4,3.1e-4,5.2e-4,41,2.767230056707968e-4,0,5.05587806909436e-4
Tonsil,Male,Black,60-64,78088,43,5.5e-4,3.9999999999999996e-4,7.4e-4,28,3.585698186661203e-4,0,9.592921319536934e-4
Tonsil,Male,Black,70-74,45789.2,23,5e-4,3.2e-4,7.550000000000001e-4,16,3.49427375887764e-4,0,0
Tonsil,Female,All,50-54,1548758.2,95,5.9999999999999995e-5,5e-5,7.5e-5,46,2.970121481842679e-5,0,0
Tonsil,Female,All,60-64,918696.2,102,1.1000000000000002e-4,9e-5,1.35e-4,68,7.401793977160241e-5,0,0
Tonsil,Female,All,70-74,750127.4,88,1.15e-4,9.499999999999999e-5,1.4499999999999997e-4,72,9.598369556957925e-5,0,0
Tonsil,Female,Black,50-54,172564.2,14,8e-5,4.4999999999999996e-5,1.35e-4,10,5.794944722022296e-5,0,0
Tonsil,Female,Black,60-64,96576.4,5,5.000000000000001e-5,1.5000000000000002e-5,1.2000000000000002e-4,3,3.1063489631007164e-5,0,0
Tonsil,Female,Black,70-74,66563.6,5,7.5e-5,2.4999999999999998e-5,1.75e-4,4,6.0092903629010445e-5,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,All,50-54,1482093,21,1.4999999999999999e-5,1e-5,2e-5,12,8.096657902034489e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,All,60-64,836793,14,1.5e-5,9.999999999999999e-6,3e-5,12,1.4340464129121539e-5,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,All,70-74,592901.4,23,4e-5,2.4999999999999998e-5,5.9999999999999995e-5,19,3.2045800532769864e-5,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,Black,50-54,148162.6,4,2.4999999999999998e-5,5e-6,7e-5,3,2.0248024805180255e-5,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,Black,60-64,78088,1,1.4999999999999999e-5,0,7.000000000000001e-5,1,1.2806064952361439e-5,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,All,50-54,1548758.2,4,5e-6,0,5e-6,4,2.582714332037112e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,All,60-64,918696.2,14,1.5e-5,1.0000000000000003e-5,2.5e-5,10,1.0884991142882707e-5,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,All,70-74,750127.4,7,1e-5,5e-6,2e-5,7,9.33174818037576e-6,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,Black,50-54,172564.2,0,0,0,2e-5,0,0,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,Black,60-64,96576.4,2,2e-5,5e-6,7.500000000000001e-5,1,1.0354496543669054e-5,0,0
"Trachea, Mediastinum and Other Respiratory Organs",Female,Black,70-74,66563.6,1,1.4999999999999999e-5,0,8.499999999999999e-5,1,1.5023225907252611e-5,0,0
Ureter,Male,All,50-54,1482093,29,2e-5,1.4999999999999999e-5,2.9999999999999997e-5,13,8.771379393870694e-6,0,0
Ureter,Male,All,60-64,836793,65,7.999999999999999e-5,6e-5,9.999999999999999e-5,40,4.780154709707179e-5,0,0
Ureter,Male,All,70-74,592901.4,122,2.05e-4,1.6999999999999999e-4,2.45e-4,88,1.4842265509914463e-4,0,0
Ureter,Male,Black,50-54,148162.6,2,1.5e-5,0,4.9999999999999996e-5,1,6.749341601726751e-6,0,0
Ureter,Male,Black,60-64,78088,6,7.500000000000001e-5,2.9999999999999997e-5,1.65e-4,5,6.403032476180719e-5,0,0
Ureter,Male,Black,70-74,45789.2,2,4.5e-5,5e-6,1.6e-4,1,2.183921099298525e-5,0,0
Ureter,Female,All,50-54,1548758.2,14,1e-5,5e-6,1.4999999999999999e-5,4,2.582714332037112e-6,0,0
Ureter,Female,All,60-64,918696.2,34,3.5000000000000004e-5,2.5e-5,5e-5,12,1.306198937145925e-5,0,0
Ureter,Female,All,70-74,750127.4,82,1.1e-4,8.499999999999999e-5,1.35e-4,57,7.598709232591691e-5,0,0
Ureter,Female,Black,50-54,172564.2,0,0,0,2e-5,0,0,0,0
Ureter,Female,Black,60-64,96576.4,2,2e-5,5e-6,7.500000000000001e-5,1,1.0354496543669054e-5,0,0
Ureter,Female,Black,70-74,66563.6,6,8.999999999999999e-5,3.5e-5,1.9499999999999997e-4,2,3.0046451814505222e-5,0,0
Urinary Bladder,Male,All,50-54,1482093,1806,0.00122,0.001165,0.0012749999999999999,570,3.8459125034663816e-4,4.539143845899009e-4,4.539143845899009e-4
Urinary Bladder,Male,All,60-64,836793,3570,0.004265,0.004125,0.00441,1771,0.002116413497722854,0.002411862905162926,0.002411862905162926
Urinary Bladder,Male,All,70-74,592901.4,5887,0.009929999999999998,0.009675,0.010184999999999998,4164,0.0070230901799186165,0.006807978513796729,0.006807978513796729
Urinary Bladder,Male,Black,50-54,148162.6,122,8.25e-4,6.85e-4,9.85e-4,46,3.1046971367943056e-4,0,5.05587806909436e-4
Urinary Bladder,Male,Black,60-64,78088,177,0.0022649999999999997,0.001945,0.0026249999999999997,100,0.0012806064952361439,9.592921319536934e-4,0.0019185842639073867
Urinary Bladder,Male,Black,70-74,45789.2,223,0.004870000000000001,0.00425,0.005554999999999999,154,0.003363238492919728,0.003271915822945149,0.003271915822945149
Urinary Bladder,Female,All,50-54,1548758.2,567,3.65e-4,3.3500000000000007e-4,4e-4,152,9.814314461741026e-5,0,0
Urinary Bladder,Female,All,60-64,918696.2,1007,0.001095,0.00103,0.001165,400,4.353996457153083e-4,7.505457527744211e-4,7.505457527744211e-4
Urinary Bladder,Female,All,70-74,750127.4,1756,0.0023399999999999996,0.002235,0.002455,1167,0.0015557357323569302,0.0018384171302101484,0.0018384171302101484
Urinary Bladder,Female,Black,50-54,172564.2,36,2.1e-4,1.4499999999999997e-4,2.8999999999999995e-4,19,1.1010394971842363e-4,0,0
Urinary Bladder,Female,Black,60-64,96576.4,77,7.95e-4,6.300000000000001e-4,9.95e-4,42,4.348888548341003e-4,0,8.379943236649949e-4
Urinary Bladder,Female,Black,70-74,66563.6,134,0.002015,0.001685,0.002385,96,0.0014422296870962507,0.0012158368087062598,0.0012158368087062598
"Uterus, NOS",Male,All,50-54,1482093,0,0,0,0,0,0,0,0
"Uterus, NOS",Male,All,60-64,836793,0,0,0,4.9999999999999996e-6,0,0,0,0
"Uterus, NOS",Male,All,70-74,592901.4,0,0,0,5e-6,0,0,0,0
"Uterus, NOS",Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
"Uterus, NOS",Male,Black,60-64,78088,0,0,0,4.5e-5,0,0,0,0
"Uterus, NOS",Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
"Uterus, NOS",Female,All,50-54,1548758.2,67,4.5e-5,3.5e-5,5.5000000000000016e-5,45,2.9055536235417512e-5,0,0
"Uterus, NOS",Female,All,60-64,918696.2,67,7.500000000000001e-5,5.500000000000001e-5,9.5e-5,55,5.986745128585489e-5,0,0
"Uterus, NOS",Female,All,70-74,750127.4,69,8.999999999999999e-5,7e-5,1.15e-4,54,7.198777167718443e-5,0,0
"Uterus, NOS",Female,Black,50-54,172564.2,15,8.499999999999999e-5,4.9999999999999996e-5,1.4499999999999997e-4,11,6.374439194224525e-5,0,0
"Uterus, NOS",Female,Black,60-64,96576.4,14,1.4500000000000003e-4,8e-5,2.4500000000000005e-4,13,1.346084550676977e-4,0,0
"Uterus, NOS",Female,Black,70-74,66563.6,14,2.1e-4,1.1499999999999998e-4,3.5499999999999996e-4,11,1.6525548497977872e-4,0,0
Vagina,Male,All,50-54,1482093,0,0,0,0,0,0,0,0
Vagina,Male,All,60-64,836793,0,0,0,4.9999999999999996e-6,0,0,0,0
Vagina,Male,All,70-74,592901.4,0,0,0,5e-6,0,0,0,0
Vagina,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Vagina,Male,Black,60-64,78088,0,0,0,4.5e-5,0,0,0,0
Vagina,Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
Vagina,Female,All,50-54,1548758.2,88,5.5000000000000016e-5,4.5e-5,7e-5,46,2.970121481842679e-5,0,0
Vagina,Female,All,60-64,918696.2,95,1.05e-4,8.5e-5,1.25e-4,70,7.619493800017895e-5,0,0
Vagina,Female,All,70-74,750127.4,94,1.25e-4,9.999999999999999e-5,1.55e-4,72,9.598369556957925e-5,0,0
Vagina,Female,Black,50-54,172564.2,14,8e-5,4.4999999999999996e-5,1.35e-4,5,2.897472361011148e-5,0,0
Vagina,Female,Black,60-64,96576.4,16,1.65e-4,9.499999999999999e-5,2.7000000000000006e-4,12,1.2425395852402865e-4,0,0
Vagina,Female,Black,70-74,66563.6,15,2.25e-4,1.2499999999999998e-4,3.7e-4,12,1.8027871088703134e-4,0,0
Vulva,Male,All,50-54,1482093,0,0,0,0,0,0,0,0
Vulva,Male,All,60-64,836793,0,0,0,4.9999999999999996e-6,0,0,0,0
Vulva,Male,All,70-74,592901.4,0,0,0,5e-6,0,0,0,0
Vulva,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Vulva,Male,Black,60-64,78088,0,0,0,4.5e-5,0,0,0,0
Vulva,Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
Vulva,Female,All,50-54,1548758.2,220,1.4e-4,1.25e-4,1.6e-4,78,5.0362929474723686e-5,0,0
Vulva,Female,All,60-64,918696.2,216,2.3500000000000002e-4,2.0499999999999997e-4,2.7e-4,112,1.2191190080028632e-4,0,0
Vulva,Female,All,70-74,750127.4,285,3.7999999999999997e-4,3.35e-4,4.25e-4,195,2.5995584216761047e-4,0,0
Vulva,Female,Black,50-54,172564.2,33,1.8999999999999996e-4,1.3e-4,2.7e-4,16,9.271911555235674e-5,0,0
Vulva,Female,Black,60-64,96576.4,18,1.8500000000000002e-4,1.1000000000000002e-4,2.95e-4,9,9.319046889302149e-5,0,0
Vulva,Female,Black,70-74,66563.6,17,2.5499999999999996e-4,1.5e-4,4.0999999999999994e-4,13,1.9530193679428396e-4,0,0
